Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value,corrP_value,group
Molecular function,transporter activity,GO:0005215,2,2.22E-16,1.456244495,204,280,1622,3242,"Aspi01Gene15717,Aspi01Gene11337,Aspi01Gene13992,Aspi01Gene24655,Aspi01Gene10012,Aspi01Gene26411,Aspi01Gene50924,Aspi01Gene27744,Aspi01Gene49954,Aspi01Gene18829,Aspi01Gene64719,Aspi01Gene15779,Aspi01Gene13110,Aspi01Gene01137,Aspi01Gene38401,Aspi01Gene40724,Aspi01Gene64708,Aspi01Gene72329,Aspi01Gene18850,Aspi01Gene40755,Aspi01Gene17468,Aspi01Gene16164,Aspi01Gene40693,Aspi01Gene21516,Aspi01Gene05499,Aspi01Gene45531,Aspi01Gene13948,Aspi01Gene67790,Aspi01Gene00638,Aspi01Gene34851,Aspi01Gene49919,Aspi01Gene58809,Aspi01Gene53118,Aspi01Gene46822,Aspi01Gene01200,Aspi01Gene03841,Aspi01Gene44362,Aspi01Gene34126,Aspi01Gene14587,Aspi01Gene63525,Aspi01Gene46191,Aspi01Gene27894,Aspi01Gene46193,Aspi01Gene25275,Aspi01Gene46164,Aspi01Gene46162,Aspi01Gene67831,Aspi01Gene29535,Aspi01Gene46933,Aspi01Gene09991,Aspi01Gene62132,Aspi01Gene51484,Aspi01Gene57634,Aspi01Gene07376,Aspi01Gene45654,Aspi01Gene33694,Aspi01Gene41282,Aspi01Gene00461,Aspi01Gene68030,Aspi01Gene48439,Aspi01Gene20093,Aspi01Gene16881,Aspi01Gene40531,Aspi01Gene41862,Aspi01Gene40559,Aspi01Gene48450,Aspi01Gene53811,Aspi01Gene32904,Aspi01Gene44844,Aspi01Gene14182,Aspi01Gene47909,Aspi01Gene11952,Aspi01Gene29220,Aspi01Gene06582,Aspi01Gene53785,Aspi01Gene54268,Aspi01Gene10659,Aspi01Gene22622,Aspi01Gene48520,Aspi01Gene12553,Aspi01Gene12555,Aspi01Gene37834,Aspi01Gene53075,Aspi01Gene12588,Aspi01Gene12587,Aspi01Gene13015,Aspi01Gene52639,Aspi01Gene15683,Aspi01Gene01020,Aspi01Gene25042,Aspi01Gene38345,Aspi01Gene18662,Aspi01Gene44971,Aspi01Gene56905,Aspi01Gene04072,Aspi01Gene07138,Aspi01Gene43685,Aspi01Gene67665,Aspi01Gene01863,Aspi01Gene00535,Aspi01Gene13510,Aspi01Gene69122,Aspi01Gene21144,Aspi01Gene38808,Aspi01Gene17936,Aspi01Gene29925,Aspi01Gene54069,Aspi01Gene54079,Aspi01Gene60756,Aspi01Gene28635,Aspi01Gene28624,Aspi01Gene54943,Aspi01Gene62575,Aspi01Gene36229,Aspi01Gene17960,Aspi01Gene50527,Aspi01Gene63829,Aspi01Gene19723,Aspi01Gene70156,Aspi01Gene41586,Aspi01Gene19677,Aspi01Gene42862,Aspi01Gene41542,Aspi01Gene11707,Aspi01Gene21976,Aspi01Gene35720,Aspi01Gene20698,Aspi01Gene34438,Aspi01Gene56624,Aspi01Gene43313,Aspi01Gene43310,Aspi01Gene49615,Aspi01Gene33255,Aspi01Gene21271,Aspi01Gene46597,Aspi01Gene02985,Aspi01Gene72894,Aspi01Gene71554,Aspi01Gene71555,Aspi01Gene71503,Aspi01Gene71502,Aspi01Gene62678,Aspi01Gene61354,Aspi01Gene23031,Aspi01Gene70258,Aspi01Gene47008,Aspi01Gene57280,Aspi01Gene39432,Aspi01Gene28763,Aspi01Gene14133,Aspi01Gene70268,Aspi01Gene64329,Aspi01Gene20762,Aspi01Gene66969,Aspi01Gene46501,Aspi01Gene09536,Aspi01Gene68731,Aspi01Gene02968,Aspi01Gene23895,Aspi01Gene09578,Aspi01Gene09574,Aspi01Gene03984,Aspi01Gene13373,Aspi01Gene29707,Aspi01Gene00053,Aspi01Gene51689,Aspi01Gene49369,Aspi01Gene24053,Aspi01Gene42666,Aspi01Gene66636,Aspi01Gene63590,Aspi01Gene04364,Aspi01Gene04366,Aspi01Gene42696,Aspi01Gene64880,Aspi01Gene64049,Aspi01Gene55111,Aspi01Gene55124,Aspi01Gene21775,Aspi01Gene64011,Aspi01Gene40078,Aspi01Gene60644,Aspi01Gene25408,Aspi01Gene58339,Aspi01Gene10369,Aspi01Gene43273,Aspi01Gene34393,Aspi01Gene05845,Aspi01Gene35690,Aspi01Gene17851,Aspi01Gene36128,Aspi01Gene33084,Aspi01Gene63775,Aspi01Gene28553,Aspi01Gene60695,Aspi01Gene08959,Aspi01Gene24176,Aspi01Gene52139,Aspi01Gene07578,Aspi01Gene50382,Aspi01Gene32559,Aspi01Gene33873,Aspi01Gene66798,Aspi01Gene23665,",5.77E-15,,ColinearBackgr_Goenrichment
Molecular function,DNA-binding transcription factor activity,GO:0003700,4,1.10E-06,1.188760084,317,533,1622,3242,"Aspi01Gene68244,Aspi01Gene40706,Aspi01Gene15766,Aspi01Gene44253,Aspi01Gene11385,Aspi01Gene14466,Aspi01Gene05520,Aspi01Gene34058,Aspi01Gene35380,Aspi01Gene22061,Aspi01Gene72364,Aspi01Gene05550,Aspi01Gene18861,Aspi01Gene31830,Aspi01Gene30507,Aspi01Gene68289,Aspi01Gene40737,Aspi01Gene47379,Aspi01Gene62023,Aspi01Gene63359,Aspi01Gene17437,Aspi01Gene38379,Aspi01Gene38365,Aspi01Gene08549,Aspi01Gene63317,Aspi01Gene37906,Aspi01Gene46860,Aspi01Gene12616,Aspi01Gene44227,Aspi01Gene69516,Aspi01Gene16193,Aspi01Gene23302,Aspi01Gene33578,Aspi01Gene13984,Aspi01Gene11320,Aspi01Gene67758,Aspi01Gene34893,Aspi01Gene13952,Aspi01Gene67784,Aspi01Gene24615,Aspi01Gene66445,Aspi01Gene40808,Aspi01Gene47444,Aspi01Gene01205,Aspi01Gene48784,Aspi01Gene43095,Aspi01Gene67069,Aspi01Gene32392,Aspi01Gene55088,Aspi01Gene14550,Aspi01Gene25247,Aspi01Gene04309,Aspi01Gene43912,Aspi01Gene49239,Aspi01Gene72493,Aspi01Gene06945,Aspi01Gene35499,Aspi01Gene01266,Aspi01Gene27879,Aspi01Gene29630,Aspi01Gene51517,Aspi01Gene51508,Aspi01Gene30544,Aspi01Gene67830,Aspi01Gene17558,Aspi01Gene09999,Aspi01Gene07343,Aspi01Gene10994,Aspi01Gene71057,Aspi01Gene63468,Aspi01Gene06043,Aspi01Gene18006,Aspi01Gene09116,Aspi01Gene53238,Aspi01Gene15809,Aspi01Gene00798,Aspi01Gene71919,Aspi01Gene44301,Aspi01Gene33376,Aspi01Gene16812,Aspi01Gene32029,Aspi01Gene07089,Aspi01Gene13768,Aspi01Gene15519,Aspi01Gene71625,Aspi01Gene28823,Aspi01Gene28822,Aspi01Gene00480,Aspi01Gene32067,Aspi01Gene49723,Aspi01Gene60126,Aspi01Gene20906,Aspi01Gene19913,Aspi01Gene06610,Aspi01Gene19922,Aspi01Gene36480,Aspi01Gene23153,Aspi01Gene53864,Aspi01Gene37795,Aspi01Gene59166,Aspi01Gene69376,Aspi01Gene39531,Aspi01Gene17219,Aspi01Gene29249,Aspi01Gene29233,Aspi01Gene53774,Aspi01Gene38177,Aspi01Gene17233,Aspi01Gene67586,Aspi01Gene35930,Aspi01Gene72922,Aspi01Gene43562,Aspi01Gene44894,Aspi01Gene23221,Aspi01Gene70445,Aspi01Gene53903,Aspi01Gene69424,Aspi01Gene53070,Aspi01Gene01000,Aspi01Gene15641,Aspi01Gene36559,Aspi01Gene28922,Aspi01Gene01044,Aspi01Gene39625,Aspi01Gene14328,Aspi01Gene27646,Aspi01Gene64634,Aspi01Gene53912,Aspi01Gene70496,Aspi01Gene01056,Aspi01Gene68190,Aspi01Gene26359,Aspi01Gene61567,Aspi01Gene14372,Aspi01Gene42326,Aspi01Gene56974,Aspi01Gene67614,Aspi01Gene16041,Aspi01Gene53882,Aspi01Gene31677,Aspi01Gene56919,Aspi01Gene64522,Aspi01Gene43617,Aspi01Gene38289,Aspi01Gene63219,Aspi01Gene13829,Aspi01Gene66379,Aspi01Gene07122,Aspi01Gene07120,Aspi01Gene55657,Aspi01Gene63286,Aspi01Gene08188,Aspi01Gene47792,Aspi01Gene13547,Aspi01Gene25519,Aspi01Gene67398,Aspi01Gene33131,Aspi01Gene25515,Aspi01Gene00238,Aspi01Gene46484,Aspi01Gene69127,Aspi01Gene30094,Aspi01Gene34452,Aspi01Gene50516,Aspi01Gene69117,Aspi01Gene22469,Aspi01Gene49528,Aspi01Gene46438,Aspi01Gene33172,Aspi01Gene13553,Aspi01Gene48248,Aspi01Gene49578,Aspi01Gene28636,Aspi01Gene15309,Aspi01Gene40313,Aspi01Gene65531,Aspi01Gene45944,Aspi01Gene21931,Aspi01Gene05034,Aspi01Gene69094,Aspi01Gene18350,Aspi01Gene40219,Aspi01Gene48189,Aspi01Gene31305,Aspi01Gene06352,Aspi01Gene66845,Aspi01Gene23741,Aspi01Gene30025,Aspi01Gene35709,Aspi01Gene11743,Aspi01Gene30007,Aspi01Gene56690,Aspi01Gene21110,Aspi01Gene30050,Aspi01Gene21107,Aspi01Gene60885,Aspi01Gene02998,Aspi01Gene24352,Aspi01Gene11032,Aspi01Gene37652,Aspi01Gene16706,Aspi01Gene24329,Aspi01Gene28741,Aspi01Gene47044,Aspi01Gene61342,Aspi01Gene23058,Aspi01Gene28731,Aspi01Gene40424,Aspi01Gene20832,Aspi01Gene50659,Aspi01Gene41706,Aspi01Gene47016,Aspi01Gene26117,Aspi01Gene06511,Aspi01Gene53704,Aspi01Gene07777,Aspi01Gene19753,Aspi01Gene27371,Aspi01Gene18419,Aspi01Gene62580,Aspi01Gene31427,Aspi01Gene42157,Aspi01Gene05173,Aspi01Gene30168,Aspi01Gene58206,Aspi01Gene43193,Aspi01Gene46229,Aspi01Gene67181,Aspi01Gene03952,Aspi01Gene15940,Aspi01Gene46254,Aspi01Gene17700,Aspi01Gene26644,Aspi01Gene43174,Aspi01Gene15984,Aspi01Gene60507,Aspi01Gene29721,Aspi01Gene38670,Aspi01Gene63647,Aspi01Gene49352,Aspi01Gene54705,Aspi01Gene52966,Aspi01Gene49325,Aspi01Gene53310,Aspi01Gene55981,Aspi01Gene17672,Aspi01Gene54673,Aspi01Gene06134,Aspi01Gene19449,Aspi01Gene33723,Aspi01Gene50275,Aspi01Gene54632,Aspi01Gene64054,Aspi01Gene43125,Aspi01Gene19488,Aspi01Gene18157,Aspi01Gene33760,Aspi01Gene67105,Aspi01Gene19451,Aspi01Gene33756,Aspi01Gene10226,Aspi01Gene65341,Aspi01Gene40057,Aspi01Gene69728,Aspi01Gene60643,Aspi01Gene59657,Aspi01Gene13410,Aspi01Gene05807,Aspi01Gene60667,Aspi01Gene45034,Aspi01Gene60678,Aspi01Gene49407,Aspi01Gene26705,Aspi01Gene17817,Aspi01Gene55263,Aspi01Gene58319,Aspi01Gene02794,Aspi01Gene67255,Aspi01Gene57082,Aspi01Gene03224,Aspi01Gene63782,Aspi01Gene66818,Aspi01Gene33079,Aspi01Gene03204,Aspi01Gene28550,Aspi01Gene15231,Aspi01Gene57033,Aspi01Gene27214,Aspi01Gene69016,Aspi01Gene49427,Aspi01Gene04561,Aspi01Gene62410,Aspi01Gene49447,Aspi01Gene63731,Aspi01Gene03180,Aspi01Gene61067,Aspi01Gene28452,Aspi01Gene07513,Aspi01Gene28459,Aspi01Gene30763,Aspi01Gene40152,Aspi01Gene15146,Aspi01Gene45848,Aspi01Gene21883,Aspi01Gene12932,Aspi01Gene63673,Aspi01Gene20549,Aspi01Gene32510,Aspi01Gene00926,Aspi01Gene07560,Aspi01Gene70849,Aspi01Gene48933,Aspi01Gene00999,Aspi01Gene69856,Aspi01Gene19575,Aspi01Gene08038,Aspi01Gene12995,",1.43E-05,,ColinearBackgr_Goenrichment
Molecular function,transcription regulator activity,GO:0140110,3,7.20E-06,1.166828681,331,567,1622,3242,"Aspi01Gene68244,Aspi01Gene40706,Aspi01Gene15766,Aspi01Gene44253,Aspi01Gene49969,Aspi01Gene11385,Aspi01Gene14466,Aspi01Gene05520,Aspi01Gene34058,Aspi01Gene35380,Aspi01Gene22061,Aspi01Gene72364,Aspi01Gene05550,Aspi01Gene18861,Aspi01Gene31830,Aspi01Gene30507,Aspi01Gene68289,Aspi01Gene40737,Aspi01Gene47379,Aspi01Gene62023,Aspi01Gene63359,Aspi01Gene17437,Aspi01Gene38379,Aspi01Gene38365,Aspi01Gene08549,Aspi01Gene63317,Aspi01Gene37906,Aspi01Gene46860,Aspi01Gene12616,Aspi01Gene45541,Aspi01Gene44227,Aspi01Gene69516,Aspi01Gene16193,Aspi01Gene23302,Aspi01Gene33578,Aspi01Gene13984,Aspi01Gene11320,Aspi01Gene67758,Aspi01Gene34893,Aspi01Gene13952,Aspi01Gene67784,Aspi01Gene24615,Aspi01Gene66445,Aspi01Gene40808,Aspi01Gene47444,Aspi01Gene01205,Aspi01Gene48784,Aspi01Gene43095,Aspi01Gene67069,Aspi01Gene32392,Aspi01Gene55088,Aspi01Gene14550,Aspi01Gene25247,Aspi01Gene04309,Aspi01Gene43912,Aspi01Gene49239,Aspi01Gene72493,Aspi01Gene06945,Aspi01Gene35499,Aspi01Gene01266,Aspi01Gene27879,Aspi01Gene29630,Aspi01Gene51517,Aspi01Gene51508,Aspi01Gene30544,Aspi01Gene67830,Aspi01Gene17558,Aspi01Gene09999,Aspi01Gene07343,Aspi01Gene10994,Aspi01Gene71057,Aspi01Gene63468,Aspi01Gene06043,Aspi01Gene18006,Aspi01Gene09116,Aspi01Gene53238,Aspi01Gene15809,Aspi01Gene00798,Aspi01Gene71919,Aspi01Gene44301,Aspi01Gene33376,Aspi01Gene16812,Aspi01Gene32029,Aspi01Gene07089,Aspi01Gene13768,Aspi01Gene15519,Aspi01Gene71625,Aspi01Gene28823,Aspi01Gene28822,Aspi01Gene00480,Aspi01Gene32067,Aspi01Gene49723,Aspi01Gene60126,Aspi01Gene20906,Aspi01Gene19913,Aspi01Gene06610,Aspi01Gene19922,Aspi01Gene36480,Aspi01Gene23153,Aspi01Gene53864,Aspi01Gene37795,Aspi01Gene59166,Aspi01Gene18626,Aspi01Gene69376,Aspi01Gene39531,Aspi01Gene17219,Aspi01Gene29249,Aspi01Gene29233,Aspi01Gene53774,Aspi01Gene06580,Aspi01Gene35903,Aspi01Gene38177,Aspi01Gene17233,Aspi01Gene67586,Aspi01Gene35930,Aspi01Gene72922,Aspi01Gene43562,Aspi01Gene44894,Aspi01Gene23221,Aspi01Gene70445,Aspi01Gene62849,Aspi01Gene53903,Aspi01Gene69424,Aspi01Gene53070,Aspi01Gene01000,Aspi01Gene15641,Aspi01Gene36559,Aspi01Gene28922,Aspi01Gene01044,Aspi01Gene39625,Aspi01Gene14328,Aspi01Gene27646,Aspi01Gene64634,Aspi01Gene53912,Aspi01Gene70496,Aspi01Gene01056,Aspi01Gene68190,Aspi01Gene26359,Aspi01Gene61567,Aspi01Gene14372,Aspi01Gene42326,Aspi01Gene56974,Aspi01Gene67614,Aspi01Gene16041,Aspi01Gene53882,Aspi01Gene31677,Aspi01Gene56919,Aspi01Gene64522,Aspi01Gene43617,Aspi01Gene38289,Aspi01Gene63219,Aspi01Gene13829,Aspi01Gene66379,Aspi01Gene07122,Aspi01Gene07120,Aspi01Gene55657,Aspi01Gene63286,Aspi01Gene08188,Aspi01Gene47792,Aspi01Gene13547,Aspi01Gene25519,Aspi01Gene67398,Aspi01Gene33131,Aspi01Gene25515,Aspi01Gene00238,Aspi01Gene46484,Aspi01Gene69127,Aspi01Gene30094,Aspi01Gene34452,Aspi01Gene63822,Aspi01Gene63825,Aspi01Gene50516,Aspi01Gene69117,Aspi01Gene22469,Aspi01Gene49528,Aspi01Gene46438,Aspi01Gene33172,Aspi01Gene60741,Aspi01Gene13553,Aspi01Gene48248,Aspi01Gene49578,Aspi01Gene28636,Aspi01Gene15309,Aspi01Gene40313,Aspi01Gene65531,Aspi01Gene45944,Aspi01Gene21931,Aspi01Gene05034,Aspi01Gene69094,Aspi01Gene18350,Aspi01Gene40219,Aspi01Gene48189,Aspi01Gene31305,Aspi01Gene06352,Aspi01Gene66845,Aspi01Gene23741,Aspi01Gene30025,Aspi01Gene35709,Aspi01Gene11743,Aspi01Gene30007,Aspi01Gene56690,Aspi01Gene21110,Aspi01Gene26801,Aspi01Gene30050,Aspi01Gene21107,Aspi01Gene60885,Aspi01Gene02998,Aspi01Gene26946,Aspi01Gene24352,Aspi01Gene11032,Aspi01Gene37652,Aspi01Gene16706,Aspi01Gene24329,Aspi01Gene28741,Aspi01Gene47044,Aspi01Gene61342,Aspi01Gene23058,Aspi01Gene28731,Aspi01Gene40424,Aspi01Gene20832,Aspi01Gene50659,Aspi01Gene41706,Aspi01Gene47016,Aspi01Gene26117,Aspi01Gene06511,Aspi01Gene53704,Aspi01Gene07777,Aspi01Gene19753,Aspi01Gene27371,Aspi01Gene18419,Aspi01Gene62580,Aspi01Gene31427,Aspi01Gene42157,Aspi01Gene05173,Aspi01Gene30168,Aspi01Gene58206,Aspi01Gene43193,Aspi01Gene46229,Aspi01Gene67181,Aspi01Gene03952,Aspi01Gene15940,Aspi01Gene46254,Aspi01Gene17700,Aspi01Gene26644,Aspi01Gene43174,Aspi01Gene00003,Aspi01Gene15984,Aspi01Gene60507,Aspi01Gene29721,Aspi01Gene38670,Aspi01Gene63647,Aspi01Gene49352,Aspi01Gene54705,Aspi01Gene52966,Aspi01Gene49325,Aspi01Gene53310,Aspi01Gene55981,Aspi01Gene42672,Aspi01Gene17672,Aspi01Gene54673,Aspi01Gene50247,Aspi01Gene06134,Aspi01Gene19449,Aspi01Gene33723,Aspi01Gene50275,Aspi01Gene54632,Aspi01Gene64054,Aspi01Gene43125,Aspi01Gene19488,Aspi01Gene18157,Aspi01Gene33760,Aspi01Gene67105,Aspi01Gene19451,Aspi01Gene33756,Aspi01Gene10226,Aspi01Gene65341,Aspi01Gene40057,Aspi01Gene69728,Aspi01Gene60643,Aspi01Gene59657,Aspi01Gene13410,Aspi01Gene05807,Aspi01Gene60667,Aspi01Gene45034,Aspi01Gene60678,Aspi01Gene49407,Aspi01Gene26705,Aspi01Gene17817,Aspi01Gene55263,Aspi01Gene58319,Aspi01Gene02794,Aspi01Gene67255,Aspi01Gene57082,Aspi01Gene03224,Aspi01Gene63782,Aspi01Gene66818,Aspi01Gene33079,Aspi01Gene03204,Aspi01Gene28550,Aspi01Gene15231,Aspi01Gene57033,Aspi01Gene27214,Aspi01Gene69016,Aspi01Gene49427,Aspi01Gene04561,Aspi01Gene62410,Aspi01Gene49447,Aspi01Gene63731,Aspi01Gene03180,Aspi01Gene61067,Aspi01Gene28452,Aspi01Gene07513,Aspi01Gene28459,Aspi01Gene30763,Aspi01Gene40152,Aspi01Gene15146,Aspi01Gene45848,Aspi01Gene21883,Aspi01Gene12932,Aspi01Gene63673,Aspi01Gene20549,Aspi01Gene32510,Aspi01Gene00926,Aspi01Gene07560,Aspi01Gene70849,Aspi01Gene48933,Aspi01Gene00999,Aspi01Gene69856,Aspi01Gene19575,Aspi01Gene08038,Aspi01Gene12995,",6.24E-05,,ColinearBackgr_Goenrichment
Molecular function,carbohydrate binding,GO:0030246,3,0.00522204,1.564252399,18,23,1622,3242,"Aspi01Gene34083,Aspi01Gene21564,Aspi01Gene40812,Aspi01Gene13197,Aspi01Gene51474,Aspi01Gene46660,Aspi01Gene07945,Aspi01Gene16878,Aspi01Gene29288,Aspi01Gene22685,Aspi01Gene13813,Aspi01Gene22476,Aspi01Gene59706,Aspi01Gene56641,Aspi01Gene25698,Aspi01Gene39422,Aspi01Gene58290,Aspi01Gene20455,",0.033943258,,ColinearBackgr_Goenrichment
Molecular function,hydrolase activity,GO:0016787,3,0.03033832,1.078699626,272,504,1622,3242,"Aspi01Gene47310,Aspi01Gene71896,Aspi01Gene13992,Aspi01Gene10012,Aspi01Gene26411,Aspi01Gene48625,Aspi01Gene34070,Aspi01Gene40761,Aspi01Gene40788,Aspi01Gene10091,Aspi01Gene40796,Aspi01Gene38401,Aspi01Gene31831,Aspi01Gene05543,Aspi01Gene31812,Aspi01Gene72329,Aspi01Gene18850,Aspi01Gene34083,Aspi01Gene13072,Aspi01Gene05460,Aspi01Gene17443,Aspi01Gene19209,Aspi01Gene40693,Aspi01Gene65976,Aspi01Gene05499,Aspi01Gene13934,Aspi01Gene21564,Aspi01Gene19235,Aspi01Gene45541,Aspi01Gene71836,Aspi01Gene49919,Aspi01Gene36610,Aspi01Gene42462,Aspi01Gene32250,Aspi01Gene66438,Aspi01Gene21592,Aspi01Gene11306,Aspi01Gene60413,Aspi01Gene01200,Aspi01Gene18090,Aspi01Gene09142,Aspi01Gene69683,Aspi01Gene15862,Aspi01Gene39882,Aspi01Gene63525,Aspi01Gene46191,Aspi01Gene46193,Aspi01Gene25229,Aspi01Gene47480,Aspi01Gene04329,Aspi01Gene52851,Aspi01Gene51495,Aspi01Gene09969,Aspi01Gene29535,Aspi01Gene09991,Aspi01Gene71052,Aspi01Gene51474,Aspi01Gene30568,Aspi01Gene53277,Aspi01Gene20350,Aspi01Gene07382,Aspi01Gene69611,Aspi01Gene69613,Aspi01Gene33672,Aspi01Gene46974,Aspi01Gene48405,Aspi01Gene44048,Aspi01Gene68005,Aspi01Gene19088,Aspi01Gene50739,Aspi01Gene01776,Aspi01Gene61402,Aspi01Gene28835,Aspi01Gene04875,Aspi01Gene11193,Aspi01Gene59130,Aspi01Gene62785,Aspi01Gene16878,Aspi01Gene48450,Aspi01Gene15576,Aspi01Gene32904,Aspi01Gene41841,Aspi01Gene48478,Aspi01Gene64478,Aspi01Gene68821,Aspi01Gene32898,Aspi01Gene53785,Aspi01Gene29288,Aspi01Gene10678,Aspi01Gene10670,Aspi01Gene54266,Aspi01Gene22685,Aspi01Gene28917,Aspi01Gene13884,Aspi01Gene56106,Aspi01Gene66382,Aspi01Gene01008,Aspi01Gene37885,Aspi01Gene12588,Aspi01Gene12587,Aspi01Gene65086,Aspi01Gene58793,Aspi01Gene61597,Aspi01Gene25042,Aspi01Gene25033,Aspi01Gene38345,Aspi01Gene60227,Aspi01Gene55641,Aspi01Gene52544,Aspi01Gene60160,Aspi01Gene08435,Aspi01Gene60176,Aspi01Gene59187,Aspi01Gene56937,Aspi01Gene19117,Aspi01Gene30391,Aspi01Gene07147,Aspi01Gene13852,Aspi01Gene43675,Aspi01Gene11208,Aspi01Gene11209,Aspi01Gene43685,Aspi01Gene42365,Aspi01Gene08199,Aspi01Gene22476,Aspi01Gene67350,Aspi01Gene45107,Aspi01Gene14890,Aspi01Gene00259,Aspi01Gene36231,Aspi01Gene36230,Aspi01Gene51858,Aspi01Gene49541,Aspi01Gene69139,Aspi01Gene45189,Aspi01Gene02027,Aspi01Gene42929,Aspi01Gene18308,Aspi01Gene41571,Aspi01Gene53562,Aspi01Gene53584,Aspi01Gene66888,Aspi01Gene20606,Aspi01Gene36185,Aspi01Gene05031,Aspi01Gene53510,Aspi01Gene41542,Aspi01Gene21984,Aspi01Gene62484,Aspi01Gene35720,Aspi01Gene59706,Aspi01Gene23731,Aspi01Gene55357,Aspi01Gene68660,Aspi01Gene17046,Aspi01Gene56624,Aspi01Gene43310,Aspi01Gene56641,Aspi01Gene58567,Aspi01Gene14986,Aspi01Gene70215,Aspi01Gene49615,Aspi01Gene58564,Aspi01Gene33255,Aspi01Gene21271,Aspi01Gene22590,Aspi01Gene49648,Aspi01Gene71553,Aspi01Gene66150,Aspi01Gene72833,Aspi01Gene37660,Aspi01Gene15400,Aspi01Gene38982,Aspi01Gene46567,Aspi01Gene04736,Aspi01Gene70298,Aspi01Gene03432,Aspi01Gene61354,Aspi01Gene15427,Aspi01Gene25698,Aspi01Gene70258,Aspi01Gene62632,Aspi01Gene62622,Aspi01Gene11092,Aspi01Gene39422,Aspi01Gene17138,Aspi01Gene17141,Aspi01Gene38052,Aspi01Gene20777,Aspi01Gene20762,Aspi01Gene08236,Aspi01Gene67431,Aspi01Gene35829,Aspi01Gene58514,Aspi01Gene13618,Aspi01Gene09574,Aspi01Gene29180,Aspi01Gene64391,Aspi01Gene10578,Aspi01Gene23871,Aspi01Gene61875,Aspi01Gene09258,Aspi01Gene39961,Aspi01Gene60512,Aspi01Gene01349,Aspi01Gene17749,Aspi01Gene58290,Aspi01Gene62335,Aspi01Gene30751,Aspi01Gene29760,Aspi01Gene60568,Aspi01Gene59574,Aspi01Gene50308,Aspi01Gene28402,Aspi01Gene38689,Aspi01Gene38687,Aspi01Gene63617,Aspi01Gene66636,Aspi01Gene31992,Aspi01Gene63590,Aspi01Gene42672,Aspi01Gene37292,Aspi01Gene45729,Aspi01Gene67921,Aspi01Gene19432,Aspi01Gene54612,Aspi01Gene64884,Aspi01Gene71179,Aspi01Gene41313,Aspi01Gene63585,Aspi01Gene00819,Aspi01Gene70715,Aspi01Gene19485,Aspi01Gene64049,Aspi01Gene69762,Aspi01Gene20455,Aspi01Gene64017,Aspi01Gene33799,Aspi01Gene38716,Aspi01Gene45028,Aspi01Gene35671,Aspi01Gene08043,Aspi01Gene22342,Aspi01Gene34393,Aspi01Gene33059,Aspi01Gene56593,Aspi01Gene48981,Aspi01Gene35690,Aspi01Gene05823,Aspi01Gene63775,Aspi01Gene28553,Aspi01Gene19600,Aspi01Gene08930,Aspi01Gene50436,Aspi01Gene50437,Aspi01Gene07607,Aspi01Gene07602,Aspi01Gene65428,Aspi01Gene07517,Aspi01Gene30764,Aspi01Gene07578,Aspi01Gene18227,Aspi01Gene06228,Aspi01Gene41439,Aspi01Gene00931,Aspi01Gene55227,Aspi01Gene52141,Aspi01Gene61099,Aspi01Gene02725,Aspi01Gene53484,Aspi01Gene48900,Aspi01Gene18293,",0.157759263,,ColinearBackgr_Goenrichment
Molecular function,motor activity,GO:0003774,8,0.043200509,1.356306148,19,28,1622,3242,"Aspi01Gene52851,Aspi01Gene46974,Aspi01Gene61402,Aspi01Gene41841,Aspi01Gene61597,Aspi01Gene67350,Aspi01Gene14890,Aspi01Gene05031,Aspi01Gene58564,Aspi01Gene15400,Aspi01Gene17138,Aspi01Gene13618,Aspi01Gene64391,Aspi01Gene39961,Aspi01Gene08043,Aspi01Gene56593,Aspi01Gene65428,Aspi01Gene61099,Aspi01Gene18293,",0.187202206,,ColinearBackgr_Goenrichment
